EI,LogEI,R,Weight,n_0,n_45,EI_bin,R_bin
259548372317.3366,11.414218309670982,122.0,0.7164567922603633,9,1,"(11.404, 11.417]","(120.36, 122.32]"
257249135255.6265,11.41035392355365,124.0,0.7281234107387343,8,2,"(11.404, 11.417]","(122.32, 124.28]"
260711762862.9924,11.41616062622488,126.0,0.7502458778867829,8,2,"(11.404, 11.417]","(124.28, 126.24]"
256145783743.61377,11.408487211619923,128.0,0.6965585727110561,8,1,"(11.404, 11.417]","(126.24, 128.2]"
260489248182.55014,11.415789802294452,130.0,0.6965793072225699,7,2,"(11.404, 11.417]","(128.2, 130.16]"
254066851884.51382,11.404948006322599,132.0,0.6398295775281237,7,1,"(11.404, 11.417]","(130.16, 132.12]"
255024257949.37448,11.406581492561367,134.0,0.6605659739974087,7,1,"(11.404, 11.417]","(132.12, 134.08]"
257490140495.38828,11.410760604210509,136.0,0.659103876776428,6,2,"(11.404, 11.417]","(134.08, 136.04]"
259803750680.42883,11.414645416513975,138.0,0.5870233005961699,6,1,"(11.404, 11.417]","(136.04, 138.0]"
261889117130.96106,11.418117451582269,94.0,1.2401037389460174,19,4,"(11.417, 11.43]","(92.92, 94.88]"
264673879782.79166,11.422711083628757,96.0,1.0889357039946406,19,1,"(11.417, 11.43]","(94.88, 96.84]"
262235678510.3823,11.418691779367979,98.0,1.0513890222271154,17,2,"(11.417, 11.43]","(96.84, 98.8]"
265792184639.0871,11.424542206787228,100.0,1.0115886875536106,16,2,"(11.417, 11.43]","(98.8, 100.76]"
263638078227.8163,11.42100813721902,102.0,0.9078352025583911,15,1,"(11.417, 11.43]","(100.76, 102.72]"
265268800667.60028,11.423686173862139,104.0,0.9341767029765047,14,2,"(11.417, 11.43]","(102.72, 104.68]"
264089676641.48102,11.421751424814396,106.0,0.905740891231802,14,1,"(11.417, 11.43]","(104.68, 106.64]"
263862767719.95593,11.421378113545044,108.0,0.857572107711371,13,1,"(11.417, 11.43]","(106.64, 108.6]"
262621535212.59082,11.419330335769159,110.0,0.8072062199527258,12,1,"(11.417, 11.43]","(108.6, 110.56]"
264079567645.87692,11.421734800290887,112.0,0.8404787020831891,12,1,"(11.417, 11.43]","(110.56, 112.52]"
267453464612.99014,11.427248228151985,114.0,0.777491779998012,11,1,"(11.417, 11.43]","(112.52, 114.48]"
262189504481.4076,11.41861530277344,116.0,0.8007117939555187,10,2,"(11.417, 11.43]","(114.48, 116.44]"
261827289080.26697,11.418014909133532,118.0,0.7537022581242626,10,1,"(11.417, 11.43]","(116.44, 118.4]"
261568546553.20575,11.417585519164259,120.0,0.7663779561629666,9,2,"(11.417, 11.43]","(118.4, 120.36]"
267768298326.96878,11.427759158648223,122.0,0.7063007771935444,9,1,"(11.417, 11.43]","(120.36, 122.32]"
263833176566.7678,11.421329406426123,124.0,0.7384196665016096,9,1,"(11.417, 11.43]","(122.32, 124.28]"
262357608148.22266,11.418893662888774,126.0,0.6648242143437906,8,1,"(11.417, 11.43]","(124.28, 126.24]"
265508155295.6879,11.424077865325286,128.0,0.6859217683045318,8,1,"(11.417, 11.43]","(126.24, 128.2]"
268237233697.24527,11.428519061609936,130.0,0.7073530850687907,8,1,"(11.417, 11.43]","(128.2, 130.16]"
264347874908.48816,11.422175823463556,132.0,0.6288894209349688,7,1,"(11.417, 11.43]","(130.16, 132.12]"
265702007705.61612,11.424394836051889,134.0,0.6494554174187229,7,1,"(11.417, 11.43]","(132.12, 134.08]"
266528698891.03824,11.425743979212358,136.0,0.6703551767059944,7,1,"(11.417, 11.43]","(134.08, 136.04]"
266796925730.44308,11.42618082094917,138.0,0.6915886987967833,7,1,"(11.417, 11.43]","(136.04, 138.0]"
269239254287.9959,11.43013837902088,96.0,1.1477466954609599,19,2,"(11.43, 11.442]","(94.88, 96.84]"
269345160500.2181,11.430309176700492,98.0,1.0513324735593508,18,1,"(11.43, 11.442]","(96.84, 98.8]"
273358244954.47202,11.436732177493095,100.0,1.0115321388858463,17,1,"(11.43, 11.442]","(98.8, 100.76]"
276653025151.5808,11.441935423508983,102.0,0.9695346999741271,16,1,"(11.43, 11.442]","(100.76, 102.72]"
273856860228.43573,11.437523624658768,104.0,0.9341239242199244,15,1,"(11.43, 11.442]","(102.72, 104.68]"
275208839188.11224,11.439662378505965,106.0,0.8878722662004201,14,1,"(11.43, 11.442]","(104.68, 106.64]"
269726832184.84662,11.430924151829897,108.0,0.8484942872432643,13,1,"(11.43, 11.442]","(106.64, 108.6]"
272434842062.98376,11.435262649305516,110.0,0.8824780259505003,13,1,"(11.43, 11.442]","(108.6, 110.56]"
270516586233.17047,11.432193898236333,112.0,0.8310834550933633,12,1,"(11.43, 11.442]","(110.56, 112.52]"
273508062913.45612,11.436970133693974,114.0,0.8457773122527336,11,2,"(11.43, 11.442]","(112.52, 114.48]"
274442743362.16608,11.438451751935148,116.0,0.8006740948436758,11,1,"(11.43, 11.442]","(114.48, 116.44]"
269314327271.33228,11.430259458087962,118.0,0.7438566324116184,10,1,"(11.43, 11.442]","(116.44, 118.4]"
275217502377.642,11.439676049273965,120.0,0.7663440269623079,10,1,"(11.43, 11.442]","(118.4, 120.36]"
274706260213.1889,11.438868556563135,122.0,0.779019725001012,9,2,"(11.43, 11.442]","(120.36, 122.32]"
272395181779.26862,11.435199421356817,124.0,0.7280932514492601,9,1,"(11.43, 11.442]","(122.32, 124.28]"
269761710021.05933,11.430980305948637,126.0,0.739759869927631,8,2,"(11.43, 11.442]","(124.28, 126.24]"
274936505422.06085,11.439232408271183,128.0,0.6752920010655514,8,1,"(11.43, 11.442]","(126.24, 128.2]"
276209291697.4271,11.441238284181226,130.0,0.7846652926632187,8,2,"(11.43, 11.442]","(128.2, 130.16]"
272581402115.31134,11.435496221145648,132.0,0.7072104567623179,7,2,"(11.43, 11.442]","(130.16, 132.12]"
276451766319.63574,11.441619369099934,134.0,0.6383518980075813,7,1,"(11.43, 11.442]","(132.12, 134.08]"
275368471875.6152,11.439914214518321,136.0,0.7510527645439309,7,2,"(11.43, 11.442]","(134.08, 136.04]"
268921583565.51434,11.429625659966813,138.0,0.6687297166670273,6,2,"(11.43, 11.442]","(136.04, 138.0]"
278457660940.64233,11.444759170720944,96.0,1.2657894004817674,19,4,"(11.442, 11.455]","(94.88, 96.84]"
281183298942.16125,11.44898952192154,98.0,1.1111153481289846,19,1,"(11.442, 11.455]","(96.84, 98.8]"
278252534978.34845,11.444439129600074,100.0,1.0723999938943238,17,2,"(11.442, 11.455]","(98.8, 100.76]"
281715272208.0758,11.449810391380193,102.0,1.031430986753684,16,2,"(11.442, 11.455]","(100.76, 102.72]"
279167617176.4826,11.445865039677454,104.0,0.9253401568241935,15,1,"(11.442, 11.455]","(102.72, 104.68]"
280576687412.28094,11.44805158348205,106.0,0.9518450200602937,14,2,"(11.442, 11.455]","(104.68, 106.64]"
284926766493.0213,11.454733249499876,108.0,0.9134660675669793,14,1,"(11.442, 11.455]","(106.64, 108.6]"
284759889583.8467,11.454478815866539,110.0,0.8639886222107691,13,1,"(11.442, 11.455]","(108.6, 110.56]"
277005030787.32587,11.442487656513313,112.0,0.8216952452710818,12,1,"(11.442, 11.455]","(110.56, 112.52]"
285070191515.03845,11.454951807497663,114.0,0.8457358432297063,12,1,"(11.442, 11.455]","(112.52, 114.48]"
281598386486.9506,11.449630162040311,116.0,0.7909754956672195,11,1,"(11.442, 11.455]","(114.48, 116.44]"
281241265918.2846,11.449079044106469,118.0,0.8241901724928569,11,1,"(11.442, 11.455]","(116.44, 118.4]"
283084582594.57153,11.45191621738195,120.0,0.7563350384316768,10,1,"(11.442, 11.455]","(118.4, 120.36]"
280857282385.1474,11.448485689236485,122.0,0.7891651843165148,10,1,"(11.442, 11.455]","(120.36, 122.32]"
281019357650.0105,11.44873623674147,124.0,0.7177738735644545,9,1,"(11.442, 11.455]","(122.32, 124.28]"
277205257470.91656,11.442801462840762,126.0,0.8148357662075276,8,3,"(11.442, 11.455]","(124.28, 126.24]"
282673592166.20306,11.451285237876869,128.0,0.7513963291165275,8,2,"(11.442, 11.455]","(126.24, 128.2]"
278040195237.18604,11.444107584795171,130.0,0.6965529178442798,8,1,"(11.442, 11.455]","(128.2, 130.16]"
280703344745.4128,11.448247587539397,132.0,0.7181475974265251,8,1,"(11.442, 11.455]","(130.16, 132.12]"
285042106070.2967,11.454909018195504,134.0,0.7178416063020655,7,2,"(11.442, 11.455]","(132.12, 134.08]"
277687078618.2087,11.44355567155663,136.0,0.6590812573093222,7,1,"(11.442, 11.455]","(134.08, 136.04]"
278374028465.1294,11.444628714342159,138.0,0.6801443794145802,7,1,"(11.442, 11.455]","(136.04, 138.0]"
285995553910.28503,11.456359281635203,98.0,1.1710950120624395,19,2,"(11.455, 11.468]","(96.84, 98.8]"
285818595293.73334,11.456090480475757,100.0,1.0723434452265594,18,1,"(11.455, 11.468]","(98.8, 100.76]"
289757016391.8985,11.462033961092548,102.0,1.0313744380859193,17,1,"(11.455, 11.468]","(100.76, 102.72]"
292937041117.43854,11.466774290547425,104.0,0.9882083267070647,16,1,"(11.455, 11.468]","(102.72, 104.68]"
289681737730.5045,11.461921117044062,106.0,0.9517922413037134,15,1,"(11.455, 11.468]","(104.68, 106.64]"
290822648551.78394,11.463628225288945,108.0,0.9043719108170737,14,1,"(11.455, 11.468]","(106.64, 108.6]"
290538573111.9515,11.463203799299784,110.0,0.9301780838470155,13,2,"(11.455, 11.468]","(108.6, 110.56]"
287348063952.7628,11.458408275360567,112.0,0.8982990865539785,13,1,"(11.455, 11.468]","(110.56, 112.52]"
291904365668.39764,11.465240590265564,114.0,0.836184270589438,12,1,"(11.455, 11.468]","(112.52, 114.48]"
287945777820.5654,11.459310714806632,116.0,0.8604297003890764,11,2,"(11.455, 11.468]","(114.48, 116.44]"
288708979781.06476,11.460460292050845,118.0,0.8143211733308697,11,1,"(11.455, 11.468]","(116.44, 118.4]"
289878720298.2712,11.462216335409362,120.0,0.8280059509299068,10,2,"(11.455, 11.468]","(118.4, 120.36]"
289056646018.5089,11.46098295916688,122.0,0.7789857958003532,10,1,"(11.455, 11.468]","(120.36, 122.32]"
288276687525.16534,11.45980952310779,124.0,0.7916614938390572,9,2,"(11.455, 11.468]","(122.32, 124.28]"
285659072127.51184,11.455848021193182,126.0,0.7397297106381566,9,1,"(11.455, 11.468]","(124.28, 126.24]"
289940882324.3852,11.462309456183158,128.0,0.7620193105153759,9,1,"(11.455, 11.468]","(126.24, 128.2]"
287911184976.32916,11.459258536983478,130.0,0.6857597877873127,8,1,"(11.455, 11.468]","(128.2, 130.16]"
290960506482.4698,11.463834044034938,132.0,0.7071840673840275,8,1,"(11.455, 11.468]","(130.16, 132.12]"
293549833405.2164,11.467681838243863,134.0,0.7289421097842597,8,1,"(11.455, 11.468]","(132.12, 134.08]"
288919607745.1753,11.460777016564062,136.0,0.6478143750801938,7,1,"(11.455, 11.468]","(134.08, 136.04]"
290027248768.51843,11.462438802843344,138.0,0.6687070971999213,7,1,"(11.455, 11.468]","(136.04, 138.0]"
295710780049.2737,11.470867156891954,98.0,1.2914750620175173,19,4,"(11.468, 11.48]","(96.84, 98.8]"
298365444922.9061,11.474748524067758,100.0,1.1332949922633289,19,1,"(11.468, 11.48]","(98.8, 100.76]"
294908712984.3605,11.469687603834029,102.0,1.0934109655615325,17,2,"(11.468, 11.48]","(100.76, 102.72]"
298261989757.56836,11.47459791078627,104.0,1.0512732859537572,16,2,"(11.468, 11.48]","(102.72, 104.68]"
295295372430.0464,11.470256641195208,106.0,0.9428451110899959,15,1,"(11.468, 11.48]","(104.68, 106.64]"
296462480873.5127,11.471969738575053,108.0,0.9695133371440827,14,2,"(11.468, 11.48]","(106.64, 108.6]"
300795746909.42114,11.478271691271905,110.0,0.9301290750016197,14,1,"(11.468, 11.48]","(108.6, 110.56]"
300341418960.041,11.477615228254274,112.0,0.879482957178274,13,1,"(11.468, 11.48]","(110.56, 112.52]"
298110193216.3091,11.47437682602227,114.0,0.9045904400020573,12,2,"(11.468, 11.48]","(112.52, 114.48]"
300136656194.25165,11.477319039779097,116.0,0.8603882313660491,12,1,"(11.468, 11.48]","(114.48, 116.44]"
296233458924.1146,11.471634109571614,118.0,0.804459211336427,11,1,"(11.468, 11.48]","(116.44, 118.4]"
295614145011.4827,11.470725211026776,120.0,0.8380006137980374,11,1,"(11.468, 11.48]","(118.4, 120.36]"
297316416062.3186,11.47321888905174,122.0,0.7688134444517356,10,1,"(11.468, 11.48]","(120.36, 122.32]"
294749175909.55255,11.469452599523075,124.0,0.801970315972547,10,1,"(11.468, 11.48]","(122.32, 124.28]"
294700539023.3022,11.469380930198861,126.0,0.7292469699353643,9,1,"(11.468, 11.48]","(124.28, 126.24]"
299346706316.27356,11.47617448400655,128.0,0.7513661698270528,9,1,"(11.468, 11.48]","(126.24, 128.2]"
295991053685.4059,11.471278584728607,130.0,0.763032788305424,8,2,"(11.468, 11.48]","(128.2, 130.16]"
301287777394.36194,11.478981513625389,132.0,0.6962275745090738,8,1,"(11.468, 11.48]","(130.16, 132.12]"
293675941449.3226,11.467868369662837,134.0,0.797471555292606,7,3,"(11.468, 11.48]","(132.12, 134.08]"
297876892637.86365,11.47403681476557,136.0,0.7284727558418135,7,2,"(11.468, 11.48]","(134.08, 136.04]"
301756790364.45105,11.479657051709339,138.0,0.6572768521528063,7,1,"(11.468, 11.48]","(136.04, 138.0]"
303433132919.7523,11.482063001165848,100.0,1.1944433286639187,19,2,"(11.48, 11.493]","(98.8, 100.76]"
302950457168.18317,11.481371612206273,102.0,1.0933544168937679,18,1,"(11.48, 11.493]","(100.76, 102.72]"
306798914312.57733,11.48685381841615,104.0,1.0512167372859924,17,1,"(11.48, 11.493]","(102.72, 104.68]"
309847882111.6253,11.49114853198359,106.0,1.0068819534400026,16,1,"(11.48, 11.493]","(104.68, 106.64]"
306104835862.9841,11.48587019066241,108.0,0.9694605583875023,15,1,"(11.48, 11.493]","(106.64, 108.6]"
307016157695.9257,11.48716123219877,110.0,0.9208715554337275,14,1,"(11.48, 11.493]","(108.6, 110.56]"
306404993640.24585,11.486295838939453,112.0,0.9468410912816559,13,2,"(11.48, 11.493]","(110.56, 112.52]"
309611840473.5267,11.49081756103536,114.0,0.9045452010678457,13,1,"(11.48, 11.493]","(112.52, 114.48]"
307328628055.1021,11.487603017227629,116.0,0.8506732959077942,12,1,"(11.48, 11.493]","(114.48, 116.44]"
302882858103.86487,11.481274694786919,118.0,0.875082088525419,11,2,"(11.48, 11.493]","(116.44, 118.4]"
303461254087.2621,11.482103248260382,120.0,0.8279682518180638,11,1,"(11.48, 11.493]","(118.4, 120.36]"
304425933382.1016,11.483481646275298,122.0,0.841653029417101,10,2,"(11.48, 11.493]","(120.36, 122.32]"
303352122361.0656,11.481947037771826,124.0,0.7916275646383987,10,1,"(11.48, 11.493]","(122.32, 124.28]"
309091773977.3245,11.490087447108616,126.0,0.8147754476285789,10,1,"(11.48, 11.493]","(124.28, 126.24]"
308818712434.1684,11.48970360792239,128.0,0.740720066306274,9,1,"(11.48, 11.493]","(126.24, 128.2]"
303616981615.5725,11.482326058447708,130.0,0.7738191325222592,9,1,"(11.48, 11.493]","(128.2, 130.16]"
309720366573.0155,11.490969764605905,132.0,0.7746692474943208,8,2,"(11.48, 11.493]","(130.16, 132.12]"
304275012581.75665,11.483266289054082,134.0,0.7178152169237754,8,1,"(11.48, 11.493]","(132.12, 134.08]"
306782416193.75616,11.48683046359223,136.0,0.7397366221419944,8,1,"(11.48, 11.493]","(134.08, 136.04]"
311091294408.36975,11.492887857964032,138.0,0.7391039053815615,7,2,"(11.48, 11.493]","(136.04, 138.0]"
313662334584.65344,11.496462370581222,100.0,1.3171607235532676,19,4,"(11.493, 11.506]","(98.8, 100.76]"
316233753619.78534,11.500008223054966,102.0,1.1554746363976724,19,1,"(11.493, 11.506]","(100.76, 102.72]"
312216725092.44446,11.494456164007637,104.0,1.114421937228741,17,2,"(11.493, 11.506]","(102.72, 104.68]"
315444317480.7178,11.498922708286633,106.0,1.0711155851538303,16,2,"(11.493, 11.506]","(104.68, 106.64]"
312032650399.77435,11.494200040000981,108.0,0.960350065355798,15,1,"(11.493, 11.506]","(106.64, 108.6]"
312936889469.58514,11.4954567614484,110.0,0.9871816542278715,14,2,"(11.493, 11.506]","(108.6, 110.56]"
317243298664.89124,11.501392456980778,112.0,0.9467920824362599,14,1,"(11.493, 11.506]","(110.56, 112.52]"
316481247916.71564,11.500347982386357,114.0,0.8949772921457788,13,1,"(11.493, 11.506]","(112.52, 114.48]"
313832473412.63855,11.496697879640484,116.0,0.9202481377875489,12,2,"(11.493, 11.506]","(114.48, 116.44]"
315724861436.9887,11.499308781321353,118.0,0.875040619502392,12,1,"(11.493, 11.506]","(116.44, 118.4]"
311367030719.78754,11.493272625141232,120.0,0.8179429270056342,11,1,"(11.493, 11.506]","(118.4, 120.36]"
318707708042.9464,11.503392567145012,122.0,0.8416153303052579,11,1,"(11.493, 11.506]","(120.36, 122.32]"
312017437065.8887,11.494178865203985,124.0,0.7812918504717944,10,1,"(11.493, 11.506]","(122.32, 124.28]"
318111333763.5103,11.502579142553657,126.0,0.8042693334764439,10,1,"(11.493, 11.506]","(124.28, 126.24]"
316743728698.45087,11.500708024917374,128.0,0.8169450315151479,9,2,"(11.493, 11.506]","(126.24, 128.2]"
313464747299.7622,11.496188706525432,130.0,0.7630026290159495,9,1,"(11.493, 11.506]","(128.2, 130.16]"
317716519743.1326,11.502039796655172,132.0,0.7856189545291423,9,1,"(11.493, 11.506]","(130.16, 132.12]"
315072413259.49396,11.498410379392155,134.0,0.7066953612308351,8,1,"(11.493, 11.506]","(132.12, 134.08]"
317989637085.264,11.502412967059843,136.0,0.7284463664635232,8,1,"(11.493, 11.506]","(134.08, 136.04]"
320406809628.1322,11.50570173760101,138.0,0.7505311344997287,8,1,"(11.493, 11.506]","(136.04, 138.0]"
321565568622.1698,11.507269540829128,102.0,1.2177916452653978,19,2,"(11.506, 11.519]","(100.76, 102.72]"
320753649647.45337,11.50617160662992,104.0,1.1143653885609761,18,1,"(11.506, 11.519]","(102.72, 104.68]"
324496309869.52155,11.51120976242324,106.0,1.0710590364860657,17,1,"(11.506, 11.519]","(104.68, 106.64]"
327397386916.28076,11.51507520881945,108.0,1.0255555801729401,16,1,"(11.506, 11.519]","(106.64, 108.6]"
329390757496.9335,11.517711408967328,110.0,0.9778550196216006,15,1,"(11.506, 11.519]","(108.6, 110.56]"
323799933627.814,11.510276755396116,112.0,0.9373712000503809,14,1,"(11.506, 11.519]","(110.56, 112.52]"
322838823196.93854,11.508985755561687,114.0,0.9635040987162962,13,2,"(11.506, 11.519]","(112.52, 114.48]"
325960780708.82654,11.513165349312171,116.0,0.9202028988533374,13,1,"(11.506, 11.519]","(114.48, 116.44]"
323286906146.7352,11.509588115055793,118.0,0.8651623212261503,12,1,"(11.506, 11.519]","(116.44, 118.4]"
323957948184.9475,11.510488639661864,120.0,0.899741705900507,12,1,"(11.506, 11.519]","(118.4, 120.36]"
327007450669.27496,11.51455764791316,122.0,0.8314266426748416,11,1,"(11.506, 11.519]","(120.36, 122.32]"
325812465414.61554,11.512967696170216,124.0,0.8656214964083991,11,1,"(11.506, 11.519]","(122.32, 124.28]"
327195254996.5971,11.514806996882731,126.0,0.7937702564918531,10,1,"(11.506, 11.519]","(124.28, 126.24]"
323892271913.5433,11.510400585844867,128.0,0.8275805792846105,10,1,"(11.506, 11.519]","(126.24, 128.2]"
323380747869.9348,11.509714161078325,130.0,0.7521931626771838,9,1,"(11.506, 11.519]","(128.2, 130.16]"
328019858032.1851,11.515900136311503,132.0,0.7746390882048461,9,1,"(11.506, 11.519]","(130.16, 132.12]"
323867802823.37964,11.51036777495931,134.0,0.7863057066832171,8,2,"(11.506, 11.519]","(132.12, 134.08]"
329271223155.05994,11.51755377695829,136.0,0.7171631479525964,8,1,"(11.506, 11.519]","(134.08, 136.04]"
329837304366.68335,11.518299772486188,138.0,0.8325180319626986,8,2,"(11.506, 11.519]","(136.04, 138.0]"
332326184674.58,11.521564561596684,102.0,1.3428463850890175,19,4,"(11.519, 11.531]","(100.76, 102.72]"
334801660927.55774,11.524787603831031,104.0,1.1776542805320163,19,1,"(11.519, 11.531]","(102.72, 104.68]"
339241076255.43005,11.530508432355365,106.0,1.135376360228185,18,1,"(11.519, 11.531]","(104.68, 106.64]"
333274235570.67725,11.522801740957318,108.0,1.0909578843539034,16,2,"(11.519, 11.531]","(106.64, 108.6]"
335454040029.88745,11.525633026654939,110.0,1.0442857555736424,15,2,"(11.519, 11.531]","(108.6, 110.56]"
334251149013.60065,11.524072908856711,112.0,1.014241448390302,15,1,"(11.519, 11.531]","(110.56, 112.52]"
334279781733.59076,11.524110109924692,114.0,0.9634550898709001,14,1,"(11.519, 11.531]","(112.52, 114.48]"
333189204057.157,11.522690921022978,116.0,0.9104716271132838,13,1,"(11.519, 11.531]","(114.48, 116.44]"
330098072855.3624,11.518642988884311,118.0,0.9359058355730403,12,2,"(11.519, 11.531]","(116.44, 118.4]"
339788288142.5929,11.53120840548446,120.0,0.8796513465445064,12,1,"(11.519, 11.531]","(118.4, 120.36]"
334289075624.309,11.524122184329325,122.0,0.9043868647981048,11,2,"(11.519, 11.531]","(120.36, 122.32]"
334456483410.30597,11.524339619131613,124.0,0.8552624087924521,11,1,"(11.519, 11.531]","(122.32, 124.28]"
334964323912.20197,11.524998554042385,126.0,0.8689471863914889,10,2,"(11.519, 11.531]","(124.28, 126.24]"
333341682584.04034,11.522889623244634,128.0,0.8169111023144888,10,1,"(11.519, 11.531]","(126.24, 128.2]"
331654365356.4364,11.520685718015324,130.0,0.829586800353193,9,2,"(11.519, 11.531]","(128.2, 130.16]"
338393515317.92596,11.52942203200107,132.0,0.7636662590480937,9,1,"(11.519, 11.531]","(130.16, 132.12]"
332245952628.1561,11.521459699134818,134.0,0.7974187765360257,9,1,"(11.519, 11.531]","(132.12, 134.08]"
338439634430.8462,11.529481217270853,136.0,0.7979421658721138,8,2,"(11.519, 11.531]","(134.08, 136.04]"
332110303543.20905,11.521282349559678,138.0,0.7390775160032712,8,1,"(11.519, 11.531]","(136.04, 138.0]"
340406438323.3096,11.531997765577778,104.0,1.2411399618668777,19,2,"(11.531, 11.544]","(102.72, 104.68]"
345030610352.1787,11.537857626427824,106.0,1.1998904733341254,18,2,"(11.531, 11.544]","(104.68, 106.64]"
342861574215.7438,11.535118814828623,108.0,1.0909013356861386,17,1,"(11.531, 11.544]","(106.64, 108.6]"
345597394313.54504,11.538570459386962,110.0,1.044229206905878,16,1,"(11.531, 11.544]","(108.6, 110.56]"
347381000132.7905,11.540806061194733,112.0,0.9953599738874028,15,1,"(11.531, 11.544]","(110.56, 112.52]"
341184543354.7255,11.53298934814671,114.0,0.9538708446670345,14,1,"(11.531, 11.544]","(112.52, 114.48]"
344706010635.8417,11.537448856263243,116.0,0.9898727424949368,14,1,"(11.531, 11.544]","(114.48, 116.44]"
342875379886.4629,11.535136301786492,118.0,0.9358605966388289,13,1,"(11.531, 11.544]","(116.44, 118.4]"
346916221154.7895,11.54022460711595,120.0,0.9515635333585319,12,2,"(11.531, 11.544]","(118.4, 120.36]"
348502018277.749,11.542205297568465,122.0,0.9043453957750774,12,1,"(11.531, 11.544]","(120.36, 122.32]"
343163067567.8826,11.535500541372013,124.0,0.8449103583440492,11,1,"(11.531, 11.544]","(122.32, 124.28]"
341653776182.6924,11.533586225194057,126.0,0.8794319377135797,11,1,"(11.531, 11.544]","(124.28, 126.24]"
342857479245.7587,11.535113627797989,128.0,0.8062486625119112,10,1,"(11.531, 11.544]","(126.24, 128.2]"
349050571180.8548,11.54288835301564,130.0,0.8295528711525342,10,1,"(11.531, 11.544]","(128.2, 130.16]"
347025761259.7678,11.540361715591125,132.0,0.8422285691912385,9,2,"(11.531, 11.544]","(130.16, 132.12]"
343018701467.75,11.53531779853501,134.0,0.7862755473937426,9,1,"(11.531, 11.544]","(132.12, 134.08]"
347211736191.73334,11.540594396450208,136.0,0.809218598542909,9,1,"(11.531, 11.544]","(134.08, 136.04]"
343890337664.3943,11.536419973559765,138.0,0.7276309346743575,8,1,"(11.531, 11.544]","(136.04, 138.0]"
351716190446.8518,11.546192360525891,104.0,1.3685320466247684,19,4,"(11.544, 11.557]","(102.72, 104.68]"
354082602740.9824,11.549104588946186,106.0,1.1998339246663607,19,1,"(11.544, 11.557]","(104.68, 106.64]"
358425640515.9988,11.554399070008792,108.0,1.1563873318953934,18,1,"(11.544, 11.557]","(106.64, 108.6]"
351763724220.5997,11.546251050632726,110.0,1.1108001835539765,16,2,"(11.544, 11.557]","(108.6, 110.56]"
353739312821.1214,11.548683327817361,112.0,1.0629593823065806,15,2,"(11.544, 11.557]","(110.56, 112.52]"
359074447824.38293,11.55518450130066,114.0,1.0224655096388693,15,1,"(11.544, 11.557]","(112.52, 114.48]"
359180553883.9365,11.555312815830698,116.0,0.9703704892836882,14,1,"(11.544, 11.557]","(114.48, 116.44]"
350475114984.6513,11.54465718690033,118.0,0.9259659620807886,13,1,"(11.544, 11.557]","(116.44, 118.4]"
352440760624.8533,11.547086129850019,120.0,0.9615833289678913,13,1,"(11.544, 11.557]","(118.4, 120.36]"
356841862241.971,11.552475797145336,122.0,0.8941403718628625,12,1,"(11.544, 11.557]","(120.36, 122.32]"
350775193274.09106,11.545028872592765,124.0,0.9190392529344475,11,2,"(11.544, 11.557]","(122.32, 124.28]"
359842230210.91614,11.556112129746996,126.0,0.8583940740132565,11,1,"(11.544, 11.557]","(124.28, 126.24]"
350971002963.1284,11.545271236769771,128.0,0.882594264878683,10,2,"(11.544, 11.557]","(126.24, 128.2]"
359011719204.68976,11.555108625466504,130.0,0.81872706853197,10,1,"(11.544, 11.557]","(128.2, 130.16]"
354895748691.64655,11.550100796950248,132.0,0.8531908425966745,10,1,"(11.544, 11.557]","(130.16, 132.12]"
353863884765.4671,11.548836240943738,134.0,0.7751393554190037,9,1,"(11.544, 11.557]","(132.12, 134.08]"
358467940560.6646,11.554450320784328,136.0,0.7979120065826393,9,1,"(11.544, 11.557]","(134.08, 136.04]"
353442133389.7629,11.548318319952793,138.0,0.8095786250610105,8,2,"(11.544, 11.557]","(136.04, 138.0]"
365890478576.17865,11.563351108159392,106.0,1.3292828729664097,19,3,"(11.557, 11.569]","(104.68, 106.64]"
364502676309.75165,11.56170072141199,108.0,1.2220701174684692,18,2,"(11.557, 11.569]","(106.64, 108.6]"
361907078504.25726,11.558597077513491,110.0,1.110743634886212,17,1,"(11.557, 11.569]","(108.6, 110.56]"
364459743085.558,11.561649564694214,112.0,1.0629028336388158,16,1,"(11.557, 11.569]","(110.56, 112.52]"
366014684718.6125,11.563498509887104,114.0,1.0128649281532052,15,1,"(11.557, 11.569]","(112.52, 114.48]"
365998890249.7432,11.56347976856615,116.0,1.0401866054792386,14,2,"(11.557, 11.569]","(114.48, 116.44]"
370160981707.3153,11.568390638289724,118.0,0.9967811047401808,14,1,"(11.557, 11.569]","(116.44, 118.4]"
368348808302.4847,11.566259269145451,120.0,0.9414602970482934,13,1,"(11.557, 11.569]","(118.4, 120.36]"
364296147921.22876,11.561454579022868,122.0,0.9672212311440236,12,2,"(11.557, 11.569]","(120.36, 122.32]"
365708732208.1294,11.563135330325819,124.0,0.9189977839114204,12,1,"(11.557, 11.569]","(122.32, 124.28]"
367794637125.33844,11.565605392428289,126.0,0.9336916410707903,11,2,"(11.557, 11.569]","(124.28, 126.24]"
367493565428.8038,11.565249739275373,128.0,0.8825565657668397,11,1,"(11.557, 11.569]","(126.24, 128.2]"
367479672274.41095,11.565233320391037,130.0,0.8962413433658769,10,2,"(11.557, 11.569]","(128.2, 130.16]"
