EI,R,Weight,Thickness,PlyConfig
3896913889.1547675,42.0,0.20943922190080447,1.249,"[1, 1, 4, 2, 0, 1, 0, 0, 0, 1, 1]"
3894525529.620217,42.0,0.20530292072497539,1.1380000000000001,"[1, 1, 4, 2, 1, 0, 0, 0, 0, 0, 1]"
3847583640.844841,42.0,0.20397656703896525,1.1380000000000001,"[1, 1, 4, 2, 0, 1, 0, 0, 0, 0, 1]"
3805285201.688773,42.0,0.20265021335295513,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 1]"
3767952128.814487,42.0,0.201323859666945,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 0, 1, 0, 0, 1]"
3717497030.1582417,42.0,0.2000042109910292,1.1380000000000001,"[1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 1]"
3709278639.003523,42.0,0.19867115229492474,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 1, 1]"
3660686182.0328593,42.0,0.19323531747346298,1.0270000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1]"
3610231083.3766146,42.0,0.19191566879754718,1.0270000000000001,"[1, 1, 4, 1, 1, 0, 0, 0, 0, 0, 1]"
3563997503.589773,42.0,0.1905960201216314,1.0270000000000001,"[1, 1, 4, 1, 0, 1, 0, 0, 0, 0, 1]"
3522337308.1311107,42.0,0.18927637144571566,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 1, 0, 0, 0, 1]"
3485567556.2431827,42.0,0.18795672276979988,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 1]"
3427779394.2557464,42.0,0.18531742541796836,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 1]"
3379917335.285001,42.0,0.17990841063688431,0.916,"[1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1]"
3330227405.1279664,42.0,0.17859546697106293,0.9159999999999999,"[1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 1]"
3150542657.086614,42.0,0.172030748641956,0.9159999999999999,"[1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 1]"
3103403640.007627,42.0,0.1666485539012492,0.8049999999999999,"[1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1]"
2705716094.6588154,42.0,0.16421343173787695,0.9159999999999999,"[1, 1, 3, 0, 1, 0, 1, 0, 0, 0, 1]"
2669503968.394813,42.0,0.16290048807205554,0.9159999999999999,"[1, 1, 3, 0, 1, 0, 0, 1, 0, 0, 1]"
2620474651.6712856,42.0,0.1616009544264229,0.9159999999999999,"[1, 1, 3, 0, 0, 0, 2, 0, 0, 0, 1]"
2614385703.2646117,42.0,0.156198644655433,0.8049999999999999,"[1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1]"
2565453166.193319,42.0,0.15489240599970597,0.8049999999999999,"[1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 1]"
2480211723.2057896,42.0,0.1522799286882519,0.8049999999999999,"[1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1]"
2444551556.1408777,42.0,0.1509736900325249,0.8049999999999999,"[1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1]"
2413905651.259958,42.0,0.14966745137679788,0.8049999999999999,"[1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 1]"
2388507242.4036756,42.0,0.14836121272107083,0.8049999999999999,"[1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1]"
2342083948.3394713,42.0,0.14300583802074177,0.694,"[1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1]"
1990905804.4617002,42.0,0.1418903645332861,0.8049999999999999,"[1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 1]"
1963025483.242574,42.0,0.14057742086746472,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1]"
1932379578.3616538,42.0,0.1392711822117377,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 0, 1, 0, 1]"
1906981169.5053716,42.0,0.1379649435560107,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1]"
1860557875.4411676,42.0,0.1326095688556814,0.694,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]"
1812374995.7500412,42.0,0.13131003521004878,0.694,"[1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1]"
1768223521.0351317,42.0,0.13001050156441613,0.694,"[1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1]"
1693325625.325351,42.0,0.12741143427315083,0.694,"[1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1]"
1663149222.5414178,42.0,0.12611190062751818,0.694,"[1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1]"
1638139922.9728038,42.0,0.12481236698188554,0.694,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1]"
1592425070.2775912,42.0,0.1194838123219337,0.583,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
1246671482.0485191,42.0,0.11837504384457154,0.694,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]"
1219214504.647382,42.0,0.11706880518884452,0.694,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
1189038101.8634489,42.0,0.11576927154321187,0.694,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]"
1124244417.9565694,42.0,0.11448985292786232,0.694,"[1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1]"
1118313949.5996225,42.0,0.10914118323762739,0.583,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
1070873031.2909789,42.0,0.10784835460208911,0.583,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
1027401438.9207549,42.0,0.10655552596655082,0.583,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
953656885.3649117,42.0,0.10396986869547425,0.583,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
923945164.7600313,42.0,0.10267704005993597,0.583,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
854307324.1345147,42.0,0.09608247680482354,0.472,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
521457334.3032681,42.0,0.09497370832746127,0.583,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
486884202.11242676,42.0,0.09368087969192299,0.583,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
457172481.5075464,42.0,0.0923880510563847,0.583,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]"
432548296.62285745,42.0,0.09109522242084642,0.583,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]"
387534640.88202995,42.0,0.08579348780127227,0.472,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
298029301.9435267,42.0,0.08322124055038445,0.472,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
259464187.85970235,42.0,0.08193511692494054,0.472,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
196174355.7438864,42.0,0.07936286967405273,0.472,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
171931311.54974154,42.0,0.07807674604860881,0.472,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
6031754402.369554,43.0,0.35756510006295034,2.581,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
5969146120.930312,43.0,0.3516597937238899,2.47,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
5907403032.336479,43.0,0.3457813074252072,2.359,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
5878220950.089493,43.0,0.33248026336268666,2.4699999999999998,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
5816477861.49566,43.0,0.32660177706400406,2.359,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
5783599635.1120405,43.0,0.32517817052887743,2.359,"[1, 2, 4, 2, 2, 2, 2, 2, 1, 2, 1]"
5755591957.92564,43.0,0.32075011080569893,2.2479999999999998,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
5726561018.034988,43.0,0.3075161168441214,2.359,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
5665675114.46497,43.0,0.30166445058581637,2.248,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
5605638425.328357,43.0,0.2958396043678882,2.137,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
5573222569.765226,43.0,0.2944227028428559,2.137,"[1, 1, 4, 2, 2, 2, 2, 2, 1, 1, 1]"
5535209421.808432,43.0,0.29301921133801234,2.137,"[1, 1, 4, 2, 2, 2, 2, 1, 2, 1, 1]"
5514027161.702798,43.0,0.2886246766653057,2.026,"[1, 1, 4, 2, 2, 2, 2, 2, 1, 0, 1]"
5482069321.582243,43.0,0.28721448015036777,2.026,"[1, 1, 4, 2, 2, 2, 2, 2, 0, 1, 1]"
5423707298.465957,43.0,0.2814432740131951,1.915,"[1, 1, 4, 2, 2, 2, 2, 2, 0, 0, 1]"
5354189991.063633,43.0,0.27863629100350795,1.915,"[1, 1, 4, 2, 2, 2, 2, 1, 0, 1, 1]"
5316719052.016077,43.0,0.2772395045087587,1.915,"[1, 1, 4, 2, 2, 2, 2, 0, 1, 1, 1]"
5296653493.996637,43.0,0.2728919049067123,1.804,"[1, 1, 4, 2, 2, 2, 2, 1, 0, 0, 1]"
5259182554.949082,43.0,0.27149511841196305,1.804,"[1, 1, 4, 2, 2, 2, 2, 0, 1, 0, 1]"
5216205542.741672,43.0,0.27010503692730825,1.804,"[1, 1, 4, 2, 2, 2, 1, 1, 1, 0, 1]"
5185150749.813982,43.0,0.268708250432559,1.804,"[1, 1, 4, 2, 2, 2, 1, 1, 0, 1, 1]"
5171408969.338016,43.0,0.26438076586079656,1.693,"[1, 1, 4, 2, 2, 2, 2, 0, 0, 0, 1]"
5128431957.130605,43.0,0.26299068437614176,1.693,"[1, 1, 4, 2, 2, 2, 1, 1, 0, 0, 1]"
5091498046.367454,43.0,0.26160060289148696,1.693,"[1, 1, 4, 2, 2, 2, 1, 0, 1, 0, 1]"
5060888326.410776,43.0,0.26021052140683215,1.693,"[1, 1, 4, 2, 2, 2, 1, 0, 0, 1, 1]"
5018530211.3540945,43.0,0.2588271449322717,1.693,"[1, 1, 4, 2, 2, 2, 0, 1, 0, 1, 1]"
5004979453.676533,43.0,0.2545197753907919,1.582,"[1, 1, 4, 2, 2, 2, 1, 0, 0, 0, 1]"
4962621338.61985,43.0,0.25313639891623146,1.582,"[1, 1, 4, 2, 2, 2, 0, 1, 0, 0, 1]"
4915323964.691853,43.0,0.25175972745176534,1.582,"[1, 1, 4, 2, 2, 1, 1, 1, 0, 0, 1]"
4896050380.462756,43.0,0.2503696459671106,1.582,"[1, 1, 4, 2, 2, 2, 0, 0, 0, 1, 1]"
4840943680.474341,43.0,0.24470571999144738,1.471,"[1, 1, 4, 2, 2, 2, 0, 0, 0, 0, 1]"
4793646306.546344,43.0,0.24332904852698128,1.471,"[1, 1, 4, 2, 2, 1, 1, 0, 0, 0, 1]"
4742675697.562247,43.0,0.24196578708270394,1.471,"[1, 1, 4, 2, 1, 2, 1, 0, 0, 0, 1]"
4705291459.74311,43.0,0.2405824106081435,1.471,"[1, 1, 4, 2, 2, 0, 1, 1, 0, 0, 1]"
4686293449.432358,43.0,0.23919903413358298,1.471,"[1, 1, 4, 2, 2, 1, 0, 0, 0, 1, 1]"
4639683790.935039,43.0,0.2378290676792113,1.471,"[1, 1, 4, 2, 2, 0, 1, 0, 0, 1, 1]"
4631981212.217654,43.0,0.23356192819829763,1.36,"[1, 1, 4, 2, 2, 1, 0, 0, 0, 0, 1]"
4585371553.720335,43.0,0.23219196174392592,1.36,"[1, 1, 4, 2, 2, 0, 1, 0, 0, 0, 1]"
4544233350.7028265,43.0,0.23082199528955422,1.36,"[1, 1, 4, 2, 2, 0, 0, 1, 0, 0, 1]"
4488472302.768333,43.0,0.22946543885537124,1.36,"[1, 1, 4, 2, 1, 0, 2, 0, 0, 0, 1]"
4457909080.745924,43.0,0.22808876739090517,1.36,"[1, 1, 4, 2, 1, 1, 0, 0, 1, 0, 1]"
4426054186.327116,43.0,0.2224717764859025,1.249,"[1, 1, 4, 2, 2, 0, 0, 0, 0, 0, 1]"
4321084310.447305,43.0,0.21975866361753657,1.249,"[1, 1, 4, 1, 2, 1, 0, 0, 0, 0, 1]"
4288617805.1212463,43.0,0.2183819921530705,1.249,"[1, 1, 4, 2, 1, 0, 0, 1, 0, 0, 1]"
4238395575.5758424,43.0,0.21702543571888752,1.249,"[1, 1, 4, 2, 0, 1, 0, 1, 0, 0, 1]"
4224908747.285982,43.0,0.21565546926451581,1.249,"[1, 1, 4, 2, 1, 0, 0, 0, 0, 1, 1]"
4172162454.627086,43.0,0.21007200340998547,1.1380000000000001,"[1, 1, 4, 2, 1, 0, 0, 0, 0, 0, 1]"
4118163187.7313704,43.0,0.2087221519858969,1.1380000000000001,"[1, 1, 4, 1, 2, 0, 0, 0, 0, 0, 1]"
4076685933.528277,43.0,0.20735889054161954,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 1]"
4022686666.6325617,43.0,0.20600903911753096,1.1380000000000001,"[1, 1, 4, 1, 1, 0, 1, 0, 0, 0, 1]"
4002418384.138698,43.0,0.20464577767325362,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 1, 0, 1]"
3973970347.197351,43.0,0.20328922123907067,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 1, 1]"
3921995610.7829185,43.0,0.19773257542491784,1.0270000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1]"
3814797762.155583,43.0,0.19503957758683502,1.027,"[1, 1, 4, 0, 2, 0, 0, 0, 0, 0, 1]"
3773928557.7891054,43.0,0.19368302115265204,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 1, 0, 0, 0, 1]"
3734575951.238613,43.0,0.19233316972856346,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 1]"
3700756809.702697,43.0,0.19098331830447485,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 0, 1, 0, 1]"
3647558227.971077,43.0,0.1896401718904806,1.027,"[1, 1, 4, 0, 1, 0, 0, 0, 1, 0, 1]"
3621517776.0516496,43.0,0.1841036411066106,0.916,"[1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1]"
3454770179.7196903,43.0,0.18291773481041512,1.027,"[1, 1, 4, 0, 0, 0, 0, 0, 1, 1, 1]"
3436877119.806535,43.0,0.1787310554506337,0.9159999999999999,"[1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 1]"
3403559438.502339,43.0,0.17738790903663948,0.9159999999999999,"[1, 1, 4, 0, 0, 0, 0, 0, 1, 0, 1]"
3375946741.301999,43.0,0.17604476262264526,0.9159999999999999,"[1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 1]"
3325492471.465534,43.0,0.17054175688924714,0.8049999999999999,"[1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1]"
2951916965.2384925,43.0,0.16938267063342904,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1]"
2913147867.502932,43.0,0.16803952421943483,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 0, 1, 0, 0, 1]"
2879830186.1987357,43.0,0.1666963778054406,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 1]"
2852217488.998396,43.0,0.1653532313914464,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1]"
2801763219.161931,43.0,0.15985022565804827,0.8049999999999999,"[1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1]"
2701336253.4860353,43.0,0.15717734285024856,0.8049999999999999,"[1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1]"
2658065344.350166,43.0,0.1558409014463487,0.8049999999999999,"[1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1]"
2510146240.235242,43.0,0.1463553915416287,0.694,"[1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1]"
2142179324.3555114,43.0,0.14520301029590565,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 1]"
2103987938.6605074,43.0,0.14386656889200578,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1]"
2071166735.9120975,43.0,0.14253012748810592,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 0, 1, 0, 1]"
2043965505.281181,43.0,0.14119368608420607,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1]"
1994260220.2405884,43.0,0.13571750039118566,0.694,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]"
1942639185.7115068,43.0,0.13438776399738017,0.694,"[1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1]"
1895337222.5374796,43.0,0.13305802760357469,0.694,"[1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1]"
1852714327.2199674,43.0,0.1317282912097692,0.694,"[1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1]"
1815094885.7287438,43.0,0.1303985548159637,0.694,"[1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1]"
1782765204.7287977,43.0,0.12906881842215825,0.694,"[1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1]"
1707007583.0151849,43.0,0.12228971637570958,0.583,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
1336371642.632515,43.0,0.1211507451501746,0.694,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]"
1306973398.8986328,43.0,0.11981430374627475,0.694,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
1274643717.8986864,43.0,0.11848456735246927,0.694,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]"
1223799624.823833,43.0,0.11716153596875815,0.694,"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
1198886096.1850736,43.0,0.11170546530602062,0.583,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
1039538014.1505102,43.0,0.11053967404010819,0.694,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]"
990574264.5519619,43.0,0.10509030838746501,0.583,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
964183663.5095402,43.0,0.10376727700375389,0.583,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
915954037.2303922,43.0,0.09834473139148817,0.472,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
559035335.9483238,43.0,0.09720576016595331,0.583,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
521982099.7617031,43.0,0.09588272878224219,0.583,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
490139008.5715112,43.0,0.09455969739853107,0.583,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]"
440064021.7967139,43.0,0.09324337102491433,0.583,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
415518781.2499417,43.0,0.08781412040255421,0.472,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
365443794.47514427,43.0,0.08649779402893748,0.472,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
278212181.61096305,43.0,0.083865141281704,0.472,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
6443038895.866346,44.0,0.3655054713061085,2.581,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
6376433071.356088,44.0,0.35947935397435704,2.47,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
6340930829.598429,44.0,0.35801883968096315,2.47,"[1, 3, 4, 2, 2, 2, 2, 2, 1, 2, 1]"
6310728972.53449,44.0,0.35348005668298266,2.359,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
6280883285.844617,44.0,0.33987698513873377,2.4699999999999998,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
6215179187.023019,44.0,0.3338776878473598,2.359,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
6180163659.250636,44.0,0.3324238785640603,2.359,"[1, 2, 4, 2, 2, 2, 2, 2, 1, 2, 1]"
6150368638.360453,44.0,0.32790521059636285,2.2479999999999998,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
6120667782.796363,44.0,0.3143691891530572,2.359,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
6055857234.133798,44.0,0.30839671190206025,2.248,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
5991932097.331819,44.0,0.30245105469144173,2.137,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
5923343329.04229,44.0,0.2995635511551258,2.137,"[1, 1, 4, 2, 2, 2, 2, 2, 0, 2, 1]"
5894350988.708323,44.0,0.2950851132479951,2.026,"[1, 1, 4, 2, 2, 2, 2, 2, 1, 0, 1]"
5860295503.033637,44.0,0.2936447139848843,2.026,"[1, 1, 4, 2, 2, 2, 2, 2, 0, 1, 1]"
5819775077.170492,44.0,0.2922110197318679,2.026,"[1, 1, 4, 2, 2, 2, 2, 1, 1, 1, 1]"
5798116923.982236,44.0,0.2877526968550197,1.915,"[1, 1, 4, 2, 2, 2, 2, 2, 0, 0, 1]"
5757596498.119091,44.0,0.2863190026020033,1.915,"[1, 1, 4, 2, 2, 2, 2, 1, 1, 0, 1]"
5711756864.839073,44.0,0.28489871836917563,1.915,"[1, 1, 4, 2, 2, 2, 1, 2, 1, 0, 1]"
5684059809.280973,44.0,0.28345831910606495,1.915,"[1, 1, 4, 2, 2, 2, 2, 0, 1, 1, 1]"
5662697023.078507,44.0,0.2790201112595005,1.804,"[1, 1, 4, 2, 2, 2, 2, 1, 0, 0, 1]"
5616857389.79849,44.0,0.2775998270266728,1.804,"[1, 1, 4, 2, 2, 2, 1, 2, 0, 0, 1]"
5589629296.576879,44.0,0.2761661327736565,1.804,"[1, 1, 4, 2, 2, 2, 2, 0, 0, 1, 1]"
5537508805.526291,44.0,0.2747525535509231,1.804,"[1, 1, 4, 2, 2, 2, 1, 0, 2, 0, 1]"
5529165168.856486,44.0,0.2703277557245469,1.693,"[1, 1, 4, 2, 2, 2, 2, 0, 0, 0, 1]"
5443931523.800848,44.0,0.26748718725889153,1.693,"[1, 1, 4, 2, 2, 2, 1, 0, 1, 0, 1]"
5398738040.119891,44.0,0.2660736080361583,1.693,"[1, 1, 4, 2, 2, 2, 0, 1, 1, 0, 1]"
5360803823.420445,44.0,0.26466002881342493,1.693,"[1, 1, 4, 2, 2, 1, 2, 0, 0, 1, 1]"
5351664096.861728,44.0,0.2602553460173327,1.582,"[1, 1, 4, 2, 2, 2, 1, 0, 0, 0, 1]"
5306470613.180771,44.0,0.2588417667945994,1.582,"[1, 1, 4, 2, 2, 2, 0, 1, 0, 0, 1]"
5255991490.855222,44.0,0.2574348925819605,1.582,"[1, 1, 4, 2, 2, 1, 1, 1, 0, 0, 1]"
5235443526.468523,44.0,0.2560146083491329,1.582,"[1, 1, 4, 2, 2, 2, 0, 0, 0, 1, 1]"
5184964404.142975,44.0,0.25460773413649396,1.582,"[1, 1, 4, 2, 2, 1, 1, 0, 0, 1, 1]"
5176662041.509046,44.0,0.25022987138077835,1.471,"[1, 1, 4, 2, 2, 2, 0, 0, 0, 0, 1]"
5081629484.3521,44.0,0.2474161229555005,1.471,"[1, 1, 4, 2, 2, 1, 0, 1, 0, 0, 1]"
5043340815.55602,44.0,0.24600924874286156,1.471,"[1, 1, 4, 2, 2, 1, 0, 0, 1, 0, 1]"
5011608312.684125,44.0,0.24460237453022265,1.471,"[1, 1, 4, 2, 2, 1, 0, 0, 0, 1, 1]"
4957174382.372057,44.0,0.24320891033777248,1.471,"[1, 1, 4, 2, 1, 2, 0, 0, 0, 1, 1]"
4953656313.96928,44.0,0.23884445760224596,1.36,"[1, 1, 4, 2, 2, 1, 0, 0, 0, 0, 1]"
4899222383.657213,44.0,0.23745099340979578,1.36,"[1, 1, 4, 2, 1, 2, 0, 0, 0, 0, 1]"
4849461558.463111,44.0,0.23605082420725124,1.36,"[1, 1, 4, 2, 1, 1, 1, 0, 0, 0, 1]"
4822232194.181164,44.0,0.23464394999461233,1.36,"[1, 1, 4, 2, 2, 0, 0, 0, 1, 0, 1]"
4790951231.762754,44.0,0.2332437807920678,1.36,"[1, 1, 4, 2, 2, 0, 0, 0, 0, 1, 1]"
4733820878.843573,44.0,0.22751268390446813,1.249,"[1, 1, 4, 2, 2, 0, 0, 0, 0, 0, 1]"
4679386948.531505,44.0,0.22611921971201795,1.249,"[1, 1, 4, 2, 1, 1, 0, 0, 0, 0, 1]"
4630337573.881322,44.0,0.22472575551956778,1.249,"[1, 1, 4, 2, 1, 0, 1, 0, 0, 0, 1]"
4587046050.250934,44.0,0.2233322913271176,1.249,"[1, 1, 4, 2, 1, 0, 0, 1, 0, 0, 1]"
4549841852.275305,44.0,0.22193882713466745,1.249,"[1, 1, 4, 2, 1, 0, 0, 0, 1, 0, 1]"
4496189912.510993,44.0,0.22055206795231164,1.249,"[1, 1, 4, 2, 0, 1, 0, 0, 1, 0, 1]"
4462691616.02423,44.0,0.2148410860949956,1.1380000000000001,"[1, 1, 4, 2, 1, 0, 0, 0, 0, 0, 1]"
4409039676.259918,44.0,0.2134543269126398,1.1380000000000001,"[1, 1, 4, 2, 0, 1, 0, 0, 0, 0, 1]"
4360694938.352477,44.0,0.21206756773028398,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 1]"
4298456564.031293,44.0,0.21069421856811693,1.1380000000000001,"[1, 1, 4, 1, 0, 2, 0, 0, 0, 0, 1]"
4260319697.3595924,44.0,0.20930075437566673,1.1380000000000001,"[1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 1]"
4250964834.759593,44.0,0.20790729018321655,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 1, 1]"
4195454401.0095587,44.0,0.20222983337637232,1.0270000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1]"
4137748763.4204164,44.0,0.2008497792041109,1.0270000000000001,"[1, 1, 4, 1, 1, 0, 0, 0, 0, 0, 1]"
4084871288.7809334,44.0,0.19946972503184948,1.0270000000000001,"[1, 1, 4, 1, 0, 1, 0, 0, 0, 0, 1]"
4037224406.601409,44.0,0.19808967085958806,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 1, 0, 0, 0, 1]"
3995170738.425203,44.0,0.19670961668732664,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 1]"
3929078255.7742567,44.0,0.1939495083428038,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 1]"
3874366169.8600774,44.0,0.18829887157633662,0.916,"[1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1]"
3817497539.795322,44.0,0.18692552241416954,0.9159999999999999,"[1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 1]"
3765387041.243322,44.0,0.18555217325200246,0.9159999999999999,"[1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 1]"
3718431266.5632377,44.0,0.18417882408983535,0.9159999999999999,"[1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 1]"
3557932322.158663,44.0,0.1744349598772453,0.8049999999999999,"[1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1]"
3158385797.0311904,44.0,0.1732456708732538,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1]"
