EI,R,Weight,Thickness,PlyConfig
2378221203.2123795,31.0,0.262280645145055,2.581,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
2351824051.848163,31.0,0.25782507071829086,2.47,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
2337946720.9273434,31.0,0.25675719215114384,2.47,"[1, 3, 4, 2, 2, 2, 2, 2, 1, 2, 1]"
2325912623.655763,31.0,0.2533963163319042,2.359,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
2312035292.7349434,31.0,0.2523284377647571,2.3590000000000004,"[1, 3, 4, 2, 2, 2, 2, 2, 1, 1, 1]"
2306299877.0570574,31.0,0.24371960205012347,2.4699999999999998,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
2280388448.864657,31.0,0.23929084766373676,2.359,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
2254956748.5189257,31.0,0.2348889133177278,2.2479999999999998,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
2235537413.3478794,31.0,0.22527924913689068,2.359,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
2210105713.002148,31.0,0.22087731479088168,2.248,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
2196744640.09206,31.0,0.21982284624392343,2.248,"[1, 1, 4, 2, 2, 2, 2, 2, 1, 2, 1]"
2185147782.4091234,31.0,0.21650220048524996,2.137,"[1, 1, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
2171786709.4990354,31.0,0.2154477319382917,2.137,"[1, 1, 4, 2, 2, 2, 2, 2, 1, 1, 1]"
2156272418.479371,31.0,0.21440667341152217,2.137,"[1, 1, 4, 2, 2, 2, 2, 1, 2, 1, 1]"
2147296627.7959387,31.0,0.21109943767303768,2.026,"[1, 1, 4, 2, 2, 2, 2, 2, 1, 0, 1]"
2134188811.629573,31.0,0.2100516741361738,2.026,"[1, 1, 4, 2, 2, 2, 2, 2, 0, 1, 1]"
2114418274.8580933,31.0,0.20903073063968738,2.026,"[1, 1, 4, 2, 2, 2, 1, 2, 2, 0, 1]"
2110160695.1848104,31.0,0.205730199911297,1.915,"[1, 1, 4, 2, 2, 2, 2, 2, 0, 0, 1]"
2094646404.165146,31.0,0.20468914138452748,1.915,"[1, 1, 4, 2, 2, 2, 2, 1, 1, 0, 1]"
2081788624.048557,31.0,0.20364808285775798,1.915,"[1, 1, 4, 2, 2, 2, 2, 1, 0, 1, 1]"
2066572167.1012511,31.0,0.20261372934108285,1.915,"[1, 1, 4, 2, 2, 2, 2, 0, 1, 1, 1]"
2058216626.4617188,31.0,0.19935342867325892,1.804,"[1, 1, 4, 2, 2, 2, 2, 1, 0, 0, 1]"
2040852564.5435379,31.0,0.19832578016667815,1.804,"[1, 1, 4, 2, 2, 2, 1, 2, 0, 0, 1]"
2030389225.364015,31.0,0.19728472163990865,1.804,"[1, 1, 4, 2, 2, 2, 2, 0, 0, 1, 1]"
2013025163.445834,31.0,0.19625707313332788,1.804,"[1, 1, 4, 2, 2, 2, 1, 1, 0, 1, 1]"
2007267537.4658756,31.0,0.19301688749578683,1.693,"[1, 1, 4, 2, 2, 2, 2, 0, 0, 0, 1]"
1974981016.2972276,31.0,0.19096159048262526,1.693,"[1, 1, 4, 2, 2, 2, 1, 0, 1, 0, 1]"
1962613728.639798,31.0,0.18993394197604446,1.693,"[1, 1, 4, 2, 2, 2, 1, 0, 0, 1, 1]"
1945587332.9792495,31.0,0.18891299847955806,1.693,"[1, 1, 4, 2, 2, 2, 0, 1, 0, 1, 1]"
1939936578.4923165,31.0,0.18569292787230038,1.582,"[1, 1, 4, 2, 2, 2, 1, 0, 0, 0, 1]"
1921023225.6259813,31.0,0.18467868938590837,1.582,"[1, 1, 4, 2, 2, 1, 2, 0, 0, 0, 1]"
1908277909.7712328,31.0,0.1836510408793276,1.582,"[1, 1, 4, 2, 2, 2, 0, 0, 1, 0, 1]"
1896151119.7439098,31.0,0.1826300973828412,1.582,"[1, 1, 4, 2, 2, 2, 0, 0, 0, 1, 1]"
1877237766.8775747,31.0,0.18161585889644916,1.582,"[1, 1, 4, 2, 2, 1, 1, 0, 0, 1, 1]"
1873912772.6402283,31.0,0.17841590331947435,1.471,"[1, 1, 4, 2, 2, 2, 0, 0, 0, 0, 1]"
1854999419.773893,31.0,0.1774016648330823,1.471,"[1, 1, 4, 2, 2, 1, 1, 0, 0, 0, 1]"
1838306284.165491,31.0,0.1763874263466903,1.471,"[1, 1, 4, 2, 2, 1, 0, 1, 0, 0, 1]"
1819765556.0891445,31.0,0.17537989287039263,1.471,"[1, 1, 4, 2, 2, 0, 1, 1, 0, 0, 1]"
1812070980.0068765,31.0,0.17435894937390625,1.471,"[1, 1, 4, 2, 2, 1, 0, 0, 0, 1, 1]"
1790265738.4713225,31.0,0.1701715753509169,1.36,"[1, 1, 4, 2, 2, 1, 0, 0, 0, 0, 1]"
1771725010.3949764,31.0,0.16916404187461923,1.36,"[1, 1, 4, 2, 2, 0, 1, 0, 0, 0, 1]"
1755360757.5708325,31.0,0.16815650839832155,1.36,"[1, 1, 4, 2, 2, 0, 0, 1, 0, 0, 1]"
1741297521.843889,31.0,0.1671489749220239,1.36,"[1, 1, 4, 2, 2, 0, 0, 0, 1, 0, 1]"
1729642332.929641,31.0,0.16614144144572626,1.36,"[1, 1, 4, 2, 2, 0, 0, 0, 0, 1, 1]"
1708264536.7177262,31.0,0.16198088746311434,1.249,"[1, 1, 4, 2, 2, 0, 0, 0, 0, 0, 1]"
1688096502.9141185,31.0,0.16098005899691104,1.249,"[1, 1, 4, 2, 1, 1, 0, 0, 0, 0, 1]"
1669923472.9616694,31.0,0.15997923053070773,1.249,"[1, 1, 4, 2, 1, 0, 1, 0, 0, 0, 1]"
1653883754.5914934,31.0,0.15897840206450442,1.249,"[1, 1, 4, 2, 1, 0, 0, 1, 0, 0, 1]"
1640099419.7454338,31.0,0.15797757359830114,1.249,"[1, 1, 4, 2, 1, 0, 0, 0, 1, 0, 1]"
1628675375.5348783,31.0,0.15697674513209783,1.249,"[1, 1, 4, 2, 1, 0, 0, 0, 0, 1, 1]"
1607719401.6332977,31.0,0.15284301118986365,1.1380000000000001,"[1, 1, 4, 2, 1, 0, 0, 0, 0, 0, 1]"
1587954000.0973628,31.0,0.15184888773375474,1.1380000000000001,"[1, 1, 4, 2, 0, 1, 0, 0, 0, 0, 1]"
1570143774.3890707,31.0,0.1508547642776458,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 1]"
1547449194.065503,31.0,0.1498740508417256,1.1380000000000001,"[1, 1, 4, 1, 0, 2, 0, 0, 0, 0, 1]"
1533287629.0524008,31.0,0.1488732223755223,1.1380000000000001,"[1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 1]"
1529719149.1542575,31.0,0.14787239390931903,1.1380000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 1, 1]"
1509179411.7808917,31.0,0.14376548000746237,1.0270000000000001,"[1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1]"
1468674605.7490318,31.0,0.1417906431154332,1.0270000000000001,"[1, 1, 4, 1, 0, 1, 0, 0, 0, 0, 1]"
1447965624.803529,31.0,0.14080992967951306,1.027,"[1, 1, 4, 0, 1, 1, 0, 0, 0, 0, 1]"
1435818744.4887855,31.0,0.13981580622340412,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 1]"
1422581100.1757324,31.0,0.13882838777738954,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 0, 1, 0, 1]"
1411610136.7186773,31.0,0.137840969331375,1.0270000000000001,"[1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 1]"
1391481087.3225896,31.0,0.13376087546989548,0.916,"[1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1]"
1370772106.3770869,31.0,0.1327801620339753,0.9159999999999999,"[1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 1]"
1351795821.5545893,31.0,0.13179944859805512,0.9159999999999999,"[1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 1]"
1334696653.840791,31.0,0.13081873516213494,0.9159999999999999,"[1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 1]"
1319604738.2267535,31.0,0.12983802172621475,0.9159999999999999,"[1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 1]"
1276162074.3779638,31.0,0.12382332103327268,0.8049999999999999,"[1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1]"
1131952836.381424,31.0,0.12302666775552837,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1]"
1116860920.7673864,31.0,0.12204595431960819,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 0, 1, 0, 0, 1]"
1103891115.8436804,31.0,0.121065240883688,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 1]"
1093142129.6571574,31.0,0.12008452744776782,0.9159999999999999,"[1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1]"
1073418256.9185966,31.0,0.11603125362666611,0.8049999999999999,"[1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1]"
1034541401.5444983,31.0,0.11408323677501447,0.8049999999999999,"[1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1]"
1017790553.1537383,31.0,0.11310922834918866,0.8049999999999999,"[1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1]"
1003006068.0484847,31.0,0.11213521992336284,0.8049999999999999,"[1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1]"
960446271.4115827,31.0,0.10616074929098693,0.694,"[1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1]"
804420486.2009261,31.0,0.10439679259751146,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1]"
791714883.239946,31.0,0.10342278417168563,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 0, 1, 0, 1]"
781184859.7336253,31.0,0.10244877574585981,0.8049999999999999,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1]"
761860689.5640241,31.0,0.09842232196513555,0.694,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]"
723781190.8073431,31.0,0.09648771513367271,0.694,"[1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1]"
707373899.0052838,31.0,0.09552041171794129,0.694,"[1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1]"
692892640.7665129,31.0,0.09455310830220988,0.694,"[1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1]"
670133572.4041632,31.0,0.09261850147074703,0.694,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1]"
651203667.9461381,31.0,0.0886188677303997,0.583,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
509835909.36873925,31.0,0.08784232948293937,0.694,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]"
493428617.56667966,31.0,0.08687502606720793,0.694,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
485963032.0705048,31.0,0.08590101764138214,0.694,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]"
475648977.26441777,31.0,0.08493371422565071,0.694,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]"
456719072.8063926,31.0,0.08093408048530358,0.583,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
419425952.9841149,31.0,0.07901288367402942,0.583,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
403357487.8227682,31.0,0.07805228526839234,0.583,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
348345172.05672544,31.0,0.07119767635151178,0.472,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
209929473.88724148,31.0,0.07042784311414507,0.583,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
198734821.23928937,31.0,0.06946053969841362,0.583,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
179678802.64890224,31.0,0.06850664630287091,0.583,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
167490790.80795982,31.0,0.06754604789723384,0.583,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
157904711.5502392,31.0,0.06356652918717015,0.472,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
138848692.95985204,31.0,0.06261263579162744,0.472,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
121387069.07282475,31.0,0.06165874239608474,0.472,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
105652733.3905543,31.0,0.06070484900054203,0.472,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
91765433.70823449,31.0,0.05975095560499932,0.472,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
51782309.175465345,31.0,0.05389717515432185,0.361,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2601053597.7915993,32.0,0.27022101638821205,2.581,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
2572393176.200798,32.0,0.2656446309687568,2.47,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
2557304761.6590285,32.0,0.264546549653437,2.47,"[1, 3, 4, 2, 2, 2, 2, 2, 1, 2, 1]"
2544245945.3257656,32.0,0.26109506558967877,2.359,"[1, 3, 4, 2, 2, 2, 2, 2, 2, 0, 1]"
2529157530.783996,32.0,0.25999698427435897,2.3590000000000004,"[1, 3, 4, 2, 2, 2, 2, 2, 1, 1, 1]"
2523765022.902722,32.0,0.2511163238261704,2.4699999999999998,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 2, 1]"
2495617792.027689,32.0,0.24656675844709236,2.359,"[1, 2, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
2480804086.275575,32.0,0.2454753821418669,2.359,"[1, 2, 4, 2, 2, 2, 2, 2, 1, 2, 1]"
